mRNA levels of 464 genes that differentially expressed during RGC ageing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two sided p value and adjusted p value (q value) were given by the exact test of the edgeR Bioconductor package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gene selection criteria for Fig. 4c, 4d and 9i: genes significantly changed during ageing (q < 0.05, absolute log2 fold-change > 1), not low expressed (log2(CPM) > - 2) or altered by mock AAV infection (Old vs Old (-OSK), q > 0.1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gene,length,5 mo_rep1,5 mo_rep2,5 mo_rep3,5 mo_rep4,5 mo_rep5,12 mo_rep1,12 mo_rep2,12 mo_rep3,12 mo_rep4,12 mo_rep5,12 mo_rep6,12 mo (-OSK)_rep1,12 mo (-OSK)_rep2,12 mo (-OSK)_rep3,12 mo (-OSK)_rep4,12 mo (-OSK)_rep5,12 mo (+OSK)_rep1,12 mo (+OSK)_rep2,12 mo (+OSK)_rep3,12 mo(+OSK)_rep4,,logCPM,AAV effect,logFC (12 mo (-OSK)/12 mo),PValue,QValue, Ageing,logFC (12m/5m),PValue,QValue,OSK,logFC (12 mo (+OSK)/12 mo (-OSK)),PValue,QValue
Gm44722,424,2.109992432,3.387818579,5.911302939,3.962024331,7.14011375,9.320117601,5.314082978,9.81290294,13.20222459,9.335519962,11.90069932,8.746746107,7.424282876,2.520341854,9.617715169,4.920114113,3.610305875,3.045467735,6.959548431,5.493992928,,1.585317366,,-0.643319107,0.061047933,0.244478883,,1.087080241,0.001740095,0.04019631,,-0.393851436,0.309918463,0.612171097
Ddo,7222,0.117132251,0.224607356,0.066276518,0.341940087,0.130802084,0.55171902,0.62823476,0.15364597,0.364276756,0.34482172,0.428877661,0.453032506,0.492218962,0.451449469,0.382653361,0.547191522,0.154990943,0.174426789,0.287228422,0.263127469,,1.58192675,,0.076151152,0.818748734,1,,1.205525814,0.000837097,0.023432367,,-0.976661654,0.012477602,0.055539528
Gm7276,9726,0.299400098,0.377707697,0.564694912,1.181862087,0.392128761,1.962471597,1.835857134,1.675657816,0.661453275,1.208362663,1.278956176,1.644872172,1.589247106,3.365668924,2.930157624,2.941125442,0.59197841,1.398744658,1.273578462,0.941606987,,1.578987474,,0.689815105,0.035879294,0.157949521,,1.324226491,0.000240551,0.009355122,,-1.111756141,0.00347611,0.019817802
Gm9954,120,0.292049746,0.122811624,0.357682794,0.426529039,0.23791984,0.748719015,0.666886485,0.557222718,0.620398483,0.703856521,0.720090888,1.24469537,0.734010733,1.094992967,1.271743872,0.811411727,0.323046257,0.319782447,0.542542575,0.367793729,,1.550844616,,0.526649471,0.025366933,0.118436806,,1.182993271,5.20E-06,0.000463647,,-1.303448497,2.35E-06,3.60E-05
Gm10722,2475,3.340158386,3.565498772,1.752357236,2.476620227,12.15427965,0.440614939,0.427085747,0.168514935,1.63741535,0.076248299,1.30661653,0.705787445,0.852399561,0.421992722,0.664057487,0.350552301,5.56864011,0.422000296,30.21665691,19.69636427,,1.520966406,,-0.276075815,0.747884695,1,,-2.774974859,8.87E-05,0.004366788,,4.566418848,3.19E-08,7.76E-07
Kdelc2,1090,0.241114906,0.217270078,0.220421285,0.60079461,0.332412398,0.708831117,0.865194575,0.948833474,0.614637706,0.640573643,0.595565286,1.804060149,0.761823331,1.005737734,1.151379411,0.62660502,0.825120079,0.641169313,1.608857718,0.902739629,,1.512506318,,0.467958589,0.128220078,0.437204396,,1.150930453,0.000555839,0.017648133,,-0.021607009,0.965234809,1
Gm49326,115,12.27936432,10.4668998,17.4370362,13.25286657,18.53029521,29.97405515,22.8016335,37.43840137,29.18692861,31.12201409,34.76688818,29.17254773,19.45128443,25.07340091,28.47699857,22.82095482,13.24994412,15.26234405,13.28675694,13.41950093,,1.504697177,,-0.395934961,0.049953657,0.207528363,,1.052689036,6.78E-07,9.06E-05,,-0.732103292,0.002444283,0.01479968
Lrfn2,1110,0.300366307,0.197700843,0.738935566,0.377642044,0.675161703,1.060049089,0.853838042,0.685216881,0.965420499,1.968763469,1.50091555,1.320144337,1.299762916,0.843655968,0.864062809,0.826742898,0.65546257,0.38608678,0.571855462,0.484057576,,1.451115548,,-0.271371851,0.402873306,0.963977598,,1.30883574,7.26E-05,0.003774679,,-0.866806808,0.017922586,0.074029991
Fam20a,3376,0.06904163,0.058066236,0.197653209,0.01584519,0.3688382,0.420972776,0.484555458,0.407538114,0.777321709,0.437095368,0.538359089,0.910337621,0.788950447,1.310337335,0.999265812,0.502387558,1.575117188,2.167135259,1.252488903,1.150295691,,1.443368747,,0.711188815,0.059656307,0.239930209,,1.77881981,2.13E-05,0.001467699,,0.91320883,0.02440816,0.094143574
Fau-ps2,8164,9.805958455,9.242470016,2.619351592,1.552059846,17.01523962,1.675168117,1.37392679,1.182784071,3.878820702,0.133794185,3.095201989,1.114611494,2.617509974,0.493651864,2.796559078,0.861168106,9.385674704,4.93660724,40.33032118,25.69961028,,1.421337439,,-0.357021284,0.592804659,1,,-2.099783555,0.000705868,0.020867227,,3.71256228,2.35E-07,4.60E-06
Sav1,699,0.540076454,0.61119538,0.674094496,0.557768743,0.525582289,0.299643265,0.149621968,0.270872155,0.202461043,0.207412752,0.347351534,0.541063492,0.641161512,0.365246123,0.262747304,0.190716432,0.860680131,0.252198278,0.775060821,0.865322045,,1.326236659,,0.611318646,0.067191747,0.264282761,,-1.275122857,0.000115084,0.005379087,,0.873784013,0.013826433,0.060287831
Pcdhb5,4595,0.295729941,0.164154151,0.478090863,0.146600504,0.428092629,0.824953316,0.799622919,0.512051817,0.512624489,0.898673022,0.998591386,2.040634156,0.981103455,1.230463928,1.259605281,0.981268779,0.310352298,0.038857453,0.384789743,0.531465383,,1.324767741,,0.687872275,0.060338241,0.242232762,,1.272595183,0.00123721,0.031292715,,-1.951248785,1.07E-05,0.000137908
Gm49331,6650,2.101144178,1.042896376,0.696067216,1.280641143,0.926005966,2.91408348,4.236908728,2.078397134,2.765869677,2.903025234,1.681596101,2.535776853,1.866467161,2.225194737,2.27901904,1.165485337,1.68953159,1.697212889,1.63758732,1.973130903,,1.322312549,,-0.551198758,0.058628843,0.236692355,,1.150537642,0.000122247,0.005637739,,-0.083795115,0.802869424,1
Unc5b,984,0.240553482,0.252891539,0.128279693,0.119616245,0.338547526,0.710454625,0.503521675,0.341836504,0.33215355,0.539367163,0.652431341,0.47723547,0.517255886,0.841389292,0.656258154,0.452188942,0.236288553,0.124381519,0.158839166,0.135095647,,1.318266822,,0.092702232,0.736166866,1,,1.204104242,4.90E-05,0.002825887,,-1.713039127,4.90E-07,8.87E-06
Gm47982,601,0.55397548,0.47342593,0.704188,0.344504224,0.498892563,1.287104023,1.742655861,1.312688134,1.275504573,0.742443374,1.145048371,0.962133065,1.126424164,2.367577544,1.736595464,0.819213763,0.509613235,0.410909263,1.386166469,0.662372802,,1.268787802,,0.050480023,0.879939078,1,,1.233425637,0.000168284,0.007174383,,-0.818159298,0.022995348,0.08987186
Gm47992,4380,2.293893954,1.115064595,1.573525275,0.869372224,2.545933866,0.697732715,0.443098776,1.021393869,0.885168444,0.424680386,0.941789731,0.716834244,0.861086572,0.576072098,0.282834349,0.275643138,1.464362219,1.474771041,2.790921076,1.843746228,,1.268517822,,-0.527484019,0.149935925,0.491593343,,-1.227603558,0.000334695,0.012035333,,1.893614406,8.87E-07,1.50E-05
Gm37262,6475,1.288068187,3.365989165,0.743696898,1.615320371,1.593455895,0.894075088,0.458800035,0.693942277,1.084720119,0.546068677,1.193096134,0.859290391,0.941132574,0.881472697,0.570694949,0.702955704,2.177713588,0.93185929,2.158275802,2.11848007,,1.238635954,,-0.135482324,0.737597704,1,,-1.113953628,0.001125444,0.029240556,,1.323264793,0.000504581,0.003941843
Dytn,2153,0.034035661,0.034350106,0.185704796,0.168723029,0.119654085,0.342421572,0.339450783,0.598251336,0.321019238,0.468660797,0.22847178,0.590882997,0.414023635,0.976394849,0.570021412,0.735560647,0.2640067,0.156524121,0.272526677,0.359353395,,1.173639213,,0.679546375,0.039867186,0.172285644,,1.77210219,2.06E-06,0.000216287,,-1.200273124,0.001843096,0.011723996
Fzd7,1349,0.221445085,0.244443221,0.102551651,0.368460103,0.352996945,0.748957895,1.145177846,0.508333556,0.282248206,0.54763507,0.600605374,0.669127612,0.591808301,0.404114831,0.801264775,0.664688005,0.252602642,0.111133573,0.300139396,0.642548919,,1.167049527,,-0.120817888,0.766602642,1,,1.279161693,0.001282906,0.032043354,,-0.843836055,0.050603947,0.164058173
Lilra5,1136,0.198275077,0.125066797,0.701182931,0.546054246,0.20501354,0.725374617,0.72507374,0.676217114,0.53070425,3.012621275,2.056945255,1.045730018,1.271728411,0.5861677,0.614938014,1.796243955,1.130862941,1.519721314,1.240317815,1.692549667,,1.165285542,,-0.35838042,0.450169475,1,,1.809048232,0.000275303,0.010399706,,0.506924779,0.317211476,0.621606895
Gm13339,938,3.279703031,3.723753531,42.49981696,2.59680915,4.23895642,1.218602689,3.270974369,3.119013192,2.508135042,2.335889069,1.75125045,0.900916915,1.904110196,1.436430129,0.932414836,0.715951524,0.841761156,1.436455911,1.846468428,1.013040757,,1.158278487,,-1.101108667,0.07081437,0.275593393,,-2.282331926,7.41E-05,0.003833432,,0.236061765,0.721704373,1
Gm15638,4783,0.349462854,0.774200693,0.800931317,0.727690187,0.898942165,0.292336247,0.425039984,0.324234963,0.39109729,0.222590326,0.173381036,0.299693519,0.311049391,0.130657755,0.273162335,0.186065673,0.525028361,0.2613202,0.426552022,0.698875354,,1.134194233,,-0.428230749,0.204420254,0.615797793,,-1.251490554,6.97E-05,0.003668134,,1.090437404,0.002362039,0.014396211
P2rx5,562,0.401575329,0.242290157,0.229338889,0.961693867,0.180531756,1.177702101,1.044799746,1.809301584,1.60227416,1.989650815,0.834625177,0.326135685,1.061940372,0.974988195,1.335712124,0.952858239,0.697074304,0.382355175,0.939296048,0.529495966,,1.127704338,,-0.698096566,0.06905767,0.270105345,,1.777163203,1.48E-05,0.001105537,,-0.437062358,0.320304492,0.625740288
Galnt15,3250,0.13220428,0.125086567,0.053431906,0.136535141,0.259724867,0.506331062,0.776464303,0.858411242,0.513937725,0.447256661,0.208416284,0.363158099,0.445906299,0.499406974,0.512529352,0.274168917,0.120644449,0.007237912,0.181942036,0.17076665,,1.10577061,,-0.495040532,0.227576472,0.663661776,,1.923585748,1.02E-05,0.000812073,,-1.709699018,0.000491592,0.003856112
Gm24119,352,12.91883023,12.00885285,13.5685005,15.44867373,6.678941091,5.24707912,5.651073606,4.905428653,8.882978274,5.246254922,3.630641176,4.482610993,9.586896285,8.933894704,7.732220593,6.864840068,7.174359987,8.56180276,7.018081219,11.83752725,,1.103473617,,0.327280876,0.263591242,0.730941672,,-1.152825867,3.75E-05,0.002295674,,0.32970804,0.279807825,0.569086542
Fbxw21,619,0.256226799,0.495638491,0.189854608,0.658611016,0.423895642,1.464666693,1.268259738,0.694607823,0.892652228,1.662698817,2.467039324,0.54430397,1.473418604,0.112221104,0.565099901,1.044095972,0.233822543,0.317965501,0.619763708,0.748268741,,1.045777548,,-0.993151097,0.033788928,0.150399183,,1.766774137,0.000293072,0.010863304,,-0.555585221,0.294646471,0.589580589
Serpinh1,270,0.547735913,0.345497667,0.44966569,0.707098898,0.654843288,0.978442916,1.688151256,1.414511466,1.265360802,0.812732587,1.131589818,0.413765362,0.681431168,0.655962899,0.6016475,1.569349329,0.312401466,0.431069071,0.813766274,0.634446319,,1.03726367,,-0.733159149,0.023413697,0.110803608,,1.134202747,0.000600769,0.018681691,,-0.414489448,0.273437584,0.561412382
Gm48495,885,1.644813245,1.675970764,2.940331136,0.609788112,1.373652746,3.833216651,2.663955424,5.227914542,3.950976721,5.406823413,3.731862856,3.684082333,3.497933147,3.740477094,3.073852788,5.385883437,1.731914027,1.108309402,2.453577563,1.634296256,,1.027251985,,-0.183203836,0.527097153,1,,1.259688502,2.55E-05,0.001695112,,-1.057738164,0.001623681,0.01052549
Stc2,1943,0.105045561,0.112132353,0.122467478,0.200283201,0.509657717,0.508090753,0.617850714,0.667758746,0.381066894,0.575508901,0.378047716,0.41729427,0.500403839,0.663568266,0.409328885,0.45862402,0.119825582,0.212345656,0.313394158,0.299507702,,1.022539541,,-0.188901307,0.581558049,1,,1.272026834,0.000329596,0.01191391,,-0.938046037,0.016668487,0.069898519
Gm42484,9754,0.298119394,0.300873622,0.682767833,0.355778737,0.205500739,1.067925799,0.902989993,0.729964409,0.7852823,0.943681421,1.455411835,0.764323524,1.362664413,3.090133969,1.808104816,1.171417833,0.340065106,0.848713999,1.019477578,0.4687896,,1.012831822,,0.619216212,0.074460139,0.286959243,,1.364254907,0.000336928,0.012092038,,-1.157413886,0.00397305,0.022048995
Inka1,1204,0.578771123,0.365073876,0.730991004,0.697352841,0.11220767,0.703040013,0.360769232,1.186237269,1.475373554,1.58874808,2.281040502,1.94757039,1.840106492,1.821942627,1.72023058,2.803266077,2.80587052,4.000424089,2.53436843,2.844098381,,0.976639304,,0.579822338,0.116784182,0.407731588,,1.306748377,0.001618819,0.038203449,,0.719516514,0.072108713,0.214666161
Adra1b,4059,0.197829515,0.280767933,0.324817647,0.306465276,0.383536565,0.650239255,0.698781485,0.454123334,0.709167396,0.821912476,0.716803956,0.733626607,0.464887933,1.665199253,0.651903389,0.769245668,0.141040209,0.08123069,0.355790043,0.152764869,,0.888111949,,0.228094707,0.461667189,1,,1.139598053,0.000578134,0.018164742,,-2.12330754,5.30E-08,1.22E-06
Cybrd1,250,0.305456515,0.800338486,0.791370669,0.625533316,0.542592773,0.223856157,0.407927284,0.143832657,0.049913719,0.185943595,0.390333028,0.387264342,0.190548581,0.111485434,0.17003802,0.196621825,0.187618613,0.291582524,0.156783234,0.18474121,,0.855870936,,-0.235088915,0.617715878,1,,-1.413785127,0.000480791,0.015856647,,0.079698857,0.872624957,1
Gm48225,1983,0.699267787,0.207567086,0.781353595,0.441801179,0.510376024,0.338587832,0.31907498,0.194241394,0.16776823,0.205073873,0.158976391,0.316375505,0.28202301,0.468401129,0.119067872,0.233462453,0.262757106,0.135118135,0.514623308,0.36037023,,0.853050469,,0.195505831,0.597977183,1,,-1.232476582,0.000768254,0.022163638,,0.257891065,0.547812443,0.892974622
Gm6374,393,0.265331305,0.870293496,0.911512386,1.680675972,1.810701435,2.366068672,2.352223531,3.967692696,2.570201836,3.212588552,4.371776413,2.973711798,3.462332355,1.975547147,3.072192861,2.548533026,0.484261917,0.639159078,2.05814057,1.311296411,,0.821701944,,-0.250281076,0.487895831,1,,1.475069252,0.000101803,0.004890525,,-1.241039348,0.003111436,0.018073895
Dlk2,400,0.435379413,0.249660081,0.539888576,0.381514379,0.429713424,1.470627949,0.657910131,1.271996665,0.857608882,1.151085894,1.348572958,0.587109604,0.372042355,1.516817191,1.166170429,0.75601838,0.812679961,0.433384119,0.420909746,0.733531641,,0.789673798,,-0.462248753,0.151714149,0.495783623,,1.411147951,3.61E-05,0.00223381,,-0.409651946,0.284734076,0.575951917
Gm10638,813,2.633728373,2.389922846,2.56775735,2.926790423,5.542025675,1.796053602,1.382483642,1.15158079,0.942282778,0.877571584,1.362851573,1.269247588,2.708134628,1.113034948,0.429913018,0.554763543,0.896018321,0.607120868,2.774803383,1.349364182,,0.762440214,,-0.133145229,0.790959047,1,,-1.386140655,0.000670918,0.020189498,,0.279349659,0.551283583,0.897062741
Trpv4,812,0.215441729,0.375329263,0.176219765,0.197777204,0.190940235,0.574712788,0.443379131,0.336430393,0.601497057,0.608901407,0.313030187,0.473445543,0.692051827,0.685220518,0.424240848,0.335931622,0.269159807,0.224666497,0.346552588,0.391786215,,0.752472295,,0.025415397,0.942738514,1,,1.01659628,0.000716442,0.021101392,,-0.64572225,0.043986374,0.147978719
Hhatl,4359,0.175229848,0.4220254,0.498967497,0.219357792,0.362370217,0.928816291,1.500494592,0.64777141,0.507598758,0.737473549,0.923516564,0.507602331,0.598952758,1.709351853,0.790494033,1.043243649,0.072685408,0.104656073,0.338812302,0.125248675,,0.745409413,,-0.031689412,0.956018584,1,,1.34035657,0.000616146,0.019102588,,-2.423353786,2.51E-07,4.88E-06
2900060B14Rik,431,3.462056649,3.939360472,3.635256236,2.804289948,3.018192022,1.784991201,0.376126652,3.472748118,1.643927797,1.047547655,1.795112938,2.237667014,2.477286225,1.709550062,1.754470065,1.259598156,4.413780087,2.898854308,3.142393509,3.583616726,,0.72892061,,0.084982901,0.834896332,1,,-1.049206046,0.00174455,0.040243908,,1.008745474,0.006111524,0.031409533
A430010J10Rik,4580,0.496561569,0.578249007,0.617511286,0.328736129,0.760282341,0.338435338,0.253969236,0.225469058,0.255596086,0.408073793,0.194246943,0.136402812,0.454084283,0.595984012,0.35539738,0.177189419,0.283214152,0.135928618,0.215048846,0.268144858,,0.718693874,,0.19213777,0.590109129,1,,-1.034219961,0.001719044,0.039815173,,-0.476055861,0.2346526,0.506135151
Gm37052,822,1.712843268,0.979578345,1.01532295,0.660409517,1.652984644,0.652740591,0,0.509272197,0.436629189,0.650629943,0.766522199,0.552063779,0.530363845,0.950232656,1.062455712,0.423764317,0.937844215,0.92524314,1.14290782,0.666944066,,0.667439047,,0.385036017,0.366655358,0.906377548,,-1.299873761,0.001757454,0.040390535,,0.506359719,0.262470009,0.548750941
Pcsk2os1,773,0.112661554,0.082907998,0.189722856,0.219776413,0.116490405,0.483004589,0.4993854,0.258617835,0.167528104,0.456924866,0.381952116,0.52610797,0.342615248,0.750425091,0.757061317,0.655833457,0.107094295,0.092519822,0.364125453,0.210903697,,0.658963427,,0.589177397,0.075537458,0.290118569,,1.339628295,0.000381094,0.013306074,,-1.55464644,0.000105951,0.001029034
Kcnj11,414,0.113723725,0.401710335,0.057453468,0.250558261,0.164624144,0.611073125,0.73093571,0.492277175,0.347878399,0.337487372,0.474230375,0.437350202,0.653962242,1.2203015,0.446762418,0.446861231,0.207559636,0.261497872,0.355701696,0.153282306,,0.653641006,,0.245589102,0.504774508,1,,1.317008327,0.001402148,0.034218865,,-1.257964885,0.004500364,0.024402908
4932442E05Rik,476,1.662182949,1.281453644,0.590926993,0.614597419,0.747941004,0.211144884,0.204661628,0.585460702,0.549260342,0.310577816,0.438296027,0.270573501,0.646750716,0.286479785,0.111376885,0.184785059,0.509125567,0.286484927,0.635424358,0.34573613,,0.613532543,,-0.440967534,0.314011669,0.817890515,,-1.393844395,0.000667336,0.020114943,,0.662189226,0.167762044,0.398528472
Gm17634,553,0.480065293,0.573750544,0.714825281,0.243546793,0.627006968,0.635497196,1.287966746,1.524576508,1.288166034,1.349664002,0.873735658,0.694059859,1.201471345,0.553307678,0.783627959,1.378909657,0.432324461,0.663981131,0.948337259,0.908147495,,0.592749636,,-0.419683334,0.189238028,0.58252429,,1.078368605,0.001011735,0.026957345,,-0.217235371,0.558492272,0.904786909
Gm37569,3273,0.995624134,1.593011092,1.423097701,0.902844569,1.581854469,0.333147881,0.403648115,0.955602984,0.40236487,0.691813836,1.03732605,0.293504291,0.859329639,0.930614032,0.376569185,0.424082784,0.637105327,0.717915138,1.063345639,0.600058985,,0.581768713,,-0.250657974,0.505916254,1,,-1.061383781,0.001834265,0.041500434,,0.505066982,0.201241405,0.454289236
Rbp4,1598,0.467046318,0.589201508,1.006731914,0.600253078,0.869254354,1.388281544,1.483669809,2.409713378,1.428684518,1.737132694,1.330063633,1.128997147,1.342862526,1.022774617,1.158812455,0.951581139,0.355173484,0.715955082,0.194775151,0.769398043,,0.580588133,,-0.625716686,0.031809848,0.143214186,,1.15156892,0.000124407,0.005723015,,-0.990329286,0.005492107,0.028749403
Adamts17,2414,0.037701378,0.101918808,0.092513107,0.074164632,0.094672211,0.338661727,0.137273632,0.289659462,0.123565386,0.179012622,0.142425241,0.213045267,0.20250528,0.306656741,0.161472711,0.358598208,0.276467149,0.141536421,0.202150717,0.127039325,,0.562585993,,0.209093492,0.538203762,1,,1.281038961,0.000435594,0.014698918,,-0.286611027,0.458027408,0.789254416
Gm42895,410,1.549265592,0.45780459,0.691025608,0.461266384,0.880333339,0.303180139,0.139202013,0.512631881,0.249055466,0.231951602,0.567828679,0.214704499,0.231522077,0.596015422,0.158722152,0.091405694,0.334344384,0.275088978,0.436553784,0.454632625,,0.518217912,,-0.480607242,0.291743031,0.779192975,,-1.31269414,0.001757475,0.040390535,,0.660828703,0.176994755,0.414692211
Gm11337,1349,10.8597331,7.243719554,7.693516661,4.469005752,5.420802777,3.853078995,1.936547015,4.584612288,4.136551077,2.963441357,1.650432194,2.743090309,2.070567591,0.546701019,2.193768421,1.089956051,1.566262051,3.553620406,6.090589888,3.925704751,,0.509474858,,-0.945391415,0.022556007,0.107433682,,-1.213229352,0.001177512,0.030127006,,1.204229056,0.006840091,0.034441604
C130093G08Rik,1574,1.202263106,1.540411669,1.214771753,1.215780212,0.912918108,0.3006712,0.770231686,0.369620022,0.215490039,0.423681587,0.095530926,0.743074329,0.062321666,0.781615451,0.349569885,0.205040025,0.364284178,0.123415181,0.587562954,0.337597508,,0.501022081,,0.136764618,0.798628738,1,,-1.777810509,0.000224182,0.008842824,,-0.185481497,0.770783513,1
4930453C13Rik,1479,5.63015687,1.172292778,3.313825884,2.634444065,4.23895642,0.687416901,0.605735994,2.151043581,0.766374596,0.583972267,1.000714543,0.540550149,1.088062969,2.094793938,0.28254995,0.298313135,1.247053564,2.334240855,1.43614211,1.596306647,,0.487502645,,-0.273160681,0.604682283,1,,-1.853622127,8.31E-05,0.004168743,,1.091448416,0.038576888,0.133684095
Gm36937,3840,0.974736915,1.967484383,1.378829651,0.939556974,0.201572753,3.788877645,1.620237887,1.790029273,3.478648834,4.859629358,3.668120323,6.319018644,5.497381087,3.948927234,4.534630322,7.553789242,2.890896899,2.027863895,1.097551163,2.080179049,,0.468170586,,0.709453376,0.048156194,0.20134572,,1.508689896,0.000261931,0.010038438,,-1.324159196,0.0016965,0.010937324
Cracr2b,125,0.166417638,0.152686469,0.19872165,0.541648671,0.140787337,0.67455214,0.553249102,0.555660317,0.578486284,0.341213897,0.446230345,0.764671159,0.568831762,0.430695177,0.500493689,0.908214555,0.500468222,0.447268404,0.340701483,0.458807105,,0.451886241,,0.184760092,0.575687115,1,,1.118166938,0.001746171,0.040264521,,-0.414598159,0.26758087,0.554482469
Gm47494,1121,0.047968126,0.105899692,0.351387187,0.132105352,0.123995857,0.23306976,0.50498266,0.676403581,0.336264162,0.555167211,0.731810176,0.448003995,0.636549601,0.840354879,0.495900687,0.327229063,0.136793229,0.210092491,0.345076549,0.053878122,,0.434631184,,0.011810416,0.985077022,1,,1.67783672,0.000201168,0.008141368,,-1.44204299,0.003718123,0.020898296
Grid2ip,891,0.043217702,0.046732475,0.062381928,0.14452741,0.06383782,0.105876393,0.129992214,0.283449933,0.14164501,0.432396415,0.194661363,0.237433441,0.225307591,0.425886794,0.382963021,0.451499771,0.049298478,0.033801146,0.115864326,0.201104288,,0.429756053,,0.584056726,0.157528329,0.509534559,,1.539686095,0.00082571,0.023266609,,-1.675292788,0.000669292,0.005016155
Ecscr,2071,0.190941615,0.210771818,0.217044247,0.164330537,0.123394279,0.218295529,0.264490888,1.001855914,0.486738536,0.821627648,0.849636348,0.760534314,1.240528414,1.568020903,0.468820038,1.146258005,0.871229202,1.541914895,1.164581971,0.991909458,,0.419631062,,0.668988631,0.077416043,0.295630779,,1.681355136,0.000152623,0.006666363,,0.277259211,0.502009788,0.840876651
Gm3081,5476,0.995295002,0.348781322,0.460923055,0.342633245,1.029120527,0.173842621,0.061274451,0.39892081,0.281906087,0.246137071,0.421788774,0.440481361,0.259876197,0.514621868,0.543056334,0.286676457,0.157685285,0.499494896,0.224831693,0.341587296,,0.399736762,,0.531920805,0.227815403,0.66411358,,-1.303056577,0.002028373,0.044385988,,-0.27373233,0.598334295,0.930176364
Gm38058,571,0.37335905,0.543473644,0.406262308,0.435024466,0.791892958,0.109447621,0.212174009,0.18836405,0.207432185,0.215914655,0.1655257,0.368163163,0.127040319,0.188679438,0.247425266,0.219432258,0.043681134,0.12578855,0.37129459,0.193550494,,0.385455073,,0.239877222,0.554274201,1,,-1.504699499,4.06E-05,0.002440732,,-0.254657189,0.56574747,0.910865765
Gm43288,8503,1.400238509,0.722646233,0.723480822,0.39439329,0.888438811,0.345634588,0.158694533,0.459183961,0.223088495,0.472199798,0.291303891,0.122384832,0.175961477,0.278759272,0.230297562,0.225778092,0.254108517,0.261341508,0.597221523,0.64340073,,0.345511235,,-0.738596022,0.063156474,0.251521474,,-1.39521632,8.62E-05,0.004274923,,1.180489941,0.004196722,0.023070508
Gm8237,413,0.305227837,0.205365158,0.28784327,0.280201559,0.042080151,0.535063056,1.037267622,0.747369886,0.155614218,0.555555125,0.889929843,0.939057923,0.742583121,1.537347209,1.030791717,0.910617175,0.324962133,0.334211914,0.280040224,0.388545161,,0.340846754,,0.546396651,0.130182158,0.442531375,,1.501151545,0.000296389,0.010949579,,-1.494853444,0.000585873,0.004476432
Gm9796,634,0.185849838,0.304796122,0.262896853,0.153550454,0.365115446,0.531185787,0.59725569,0.68259783,0.521134725,0.264734095,0.661583503,0.857672903,0.76043512,0.956423061,0.672468882,1.176547004,0.339198569,0.366296257,0.511540142,0.27137213,,0.330785711,,0.600917086,0.031627682,0.142521582,,1.043751192,0.000896788,0.024728037,,-1.132692017,0.000479987,0.003781207
Pkhd1,346,0.146108364,0.081102016,0.029525702,0.088524895,0.287040445,0.036748702,0.02590569,0.030664772,0.003724519,0.031218643,0.050525245,0.01926489,0.087250332,0.015997977,0.015104872,0.054221696,0.096666259,0.038395834,0.303443623,0.183803088,,0.329809084,,0.26916949,0.687825604,1,,-2.096251395,0.000348631,0.012415423,,2.0696127,0.001299825,0.008756377
Gm33172,547,0.429198674,0.270727438,0.588544223,0.253290705,0.602279878,1.401956624,0.781372787,0.804275826,1.015941797,1.49204058,2.432088496,0.774762127,1.22048119,0.335676029,1.109277848,1.13770156,0.664440013,0.302113849,0.843816217,0.550947252,,0.325120093,,-0.617947257,0.100636237,0.363342249,,1.56365931,7.76E-05,0.003966972,,-0.540405489,0.231690457,0.501328652
Gm48673,91,0.533718369,0.532385856,0.514188923,0.324739384,1.078046263,0.269613445,0.123790214,0.13025019,0.110740602,0.3094065,0.328224865,0.12274291,0.192163095,0.217447125,0.16681266,0.243857042,0.438911773,0.326176542,0.714325868,0.125471736,,0.320737658,,-0.272032758,0.55040988,1,,-1.517047989,0.000129481,0.005897631,,1.185611751,0.007838848,0.038409665
Gm2065,107,0.091003729,0.038268535,0.18390111,0.146198746,0.28228959,0.676264822,0.504230724,0.596861929,0.44463221,0.990232263,0.66333182,0.383306326,0.503184725,0.830362901,0.642885687,0.413872957,0.207616099,0.182683117,0.113855507,0.442936012,,0.301044802,,-0.32083072,0.36796548,0.90864208,,2.052231552,1.33E-07,2.42E-05,,-1.08380539,0.008886615,0.042505977
Fmod,5477,0.113837242,0.079783991,0.357845082,0.052251743,0.287725899,0.665187284,1.009193544,0.215689942,0.290188038,0.315302631,0.514584006,0.389143786,0.349687509,0.623224279,0.470745652,0.579842772,0.057713005,0.083098062,0.158247445,0.198897624,,0.281992318,,-0.167223903,0.722079576,1,,1.435399511,0.001846465,0.041725274,,-1.833041666,0.000713082,0.005292028
Gm37589,4243,0.397850806,0.422659389,0.232731137,0.173003766,0.248988276,0.107726712,0.174031561,0.082401018,0.120100357,0.099424422,0.170377038,0.310606558,0.185248578,0.240738712,0.313889367,0.068565713,0.5971432,0.447094205,0.628742379,0.341031383,,0.228508825,,0.719192837,0.054023674,0.221855457,,-1.249062596,0.000664797,0.020084925,,1.275001911,0.000662718,0.004972947
