mRNA levels of 464 genes that differentially expressed during RGC ageing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two sided p value and adjusted p value (q value) were given by the exact test of the edgeR Bioconductor package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gene selection criteria for Fig. 4c, 4d and 9i: genes significantly changed during ageing (q < 0.05, absolute log2 fold-change > 1), not low expressed (log2(CPM) > - 2) or altered by mock AAV infection (Old vs Old (-OSK), q > 0.1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gene,length,5 mo_rep1,5 mo_rep2,5 mo_rep3,5 mo_rep4,5 mo_rep5,12 mo_rep1,12 mo_rep2,12 mo_rep3,12 mo_rep4,12 mo_rep5,12 mo_rep6,12 mo (-OSK)_rep1,12 mo (-OSK)_rep2,12 mo (-OSK)_rep3,12 mo (-OSK)_rep4,12 mo (-OSK)_rep5,12 mo (+OSK)_rep1,12 mo (+OSK)_rep2,12 mo (+OSK)_rep3,12 mo(+OSK)_rep4,,logCPM,AAV effect,logFC (12 mo (-OSK)/12 mo),PValue,QValue, Ageing,logFC (12m/5m),PValue,QValue,OSK,logFC (12 mo (+OSK)/12 mo (-OSK)),PValue,QValue
Cand2,4564,0.672237267,1.146808153,1.150062244,1.893433622,1.255889573,2.358022403,2.192500936,1.793649694,2.200460091,3.409527524,3.076731047,2.912591642,2.213295792,2.00743341,3.277403927,2.726507938,1.585926816,1.898731512,1.99747361,1.982036263,,3.517734762,,-0.021680289,0.930144179,1,,1.000213777,1.23E-05,0.000946204,,-0.380186389,0.125329087,0.322312237
Lman1l,3194,2.23350696,2.661139392,5.616787374,5.262634256,5.311651386,10.01529523,6.902694181,8.626514538,8.318895974,12.84392417,10.92916877,6.844295212,8.342892323,7.336662787,8.851275448,9.182556302,4.13303895,2.717331285,4.0673444,4.543516488,,3.504765312,,-0.336599897,0.132286169,0.447484651,,1.14999532,5.49E-07,7.63E-05,,-0.957025649,0.000171331,0.001559223
Gsg1l2,892,3.782716695,4.641932341,9.207721387,9.991512893,5.511340543,21.78036461,16.80543781,11.27705825,14.59555147,12.89925584,10.24786007,8.388307003,6.616961891,7.229401635,14.75370814,8.895668245,0.509948507,4.330188073,3.140717268,2.278887288,,3.433340415,,-0.763810816,0.029528329,0.134434853,,1.100828191,0.001936738,0.043131194,,-1.710911137,2.73E-05,0.000314416
Tmem200a,123,0.538594335,0.995491995,1.113707546,2.078346905,0.757641245,2.627687069,2.033438587,2.0455371,2.227063895,2.445826637,2.439588283,1.913014831,2.105402661,1.440033574,1.981192688,2.454013114,0.850123717,0.404588123,1.096948444,0.710467812,,3.430613252,,-0.308632099,0.244525012,0.695548298,,1.033855938,0.000135829,0.006071829,,-1.275840311,2.84E-05,0.000324765
Ccl9,592,1.757791575,1.90569762,2.331105105,2.609601313,1.590339512,2.794612911,4.443655383,3.098350458,3.115606173,5.949996583,6.131635987,3.847758451,3.842166528,2.7667201,2.683250218,1.693772016,2.788362625,3.157726355,7.0786343,6.046487777,,3.415578837,,-0.609601033,0.028402277,0.130127528,,1.024601193,0.000290237,0.010801631,,0.768736321,0.010912823,0.049894788
Cyp27a1,576,2.309224868,2.087792476,2.313806867,3.020838431,3.561659748,5.654085257,5.906971278,5.300892027,4.856409659,6.418857619,6.732833233,4.398033427,3.873063538,3.37128102,4.376728638,8.590676965,4.214616372,2.970994723,4.766998564,4.776798882,,3.288345949,,-0.332317684,0.131480419,0.445712579,,1.093194451,1.32E-06,0.000153373,,-0.128984379,0.604067719,0.937167773
Hcn4,159,0.539960915,0.853639151,0.987566696,0.828238801,0.678454744,2.117623628,1.855672912,2.546233673,1.968832713,2.969496116,2.273198816,2.365680001,2.071018843,1.983220945,2.501384507,1.514434073,0.958985822,1.204921899,0.81236965,0.729320703,,3.283189449,,-0.222501863,0.267846197,0.738558035,,1.516734004,6.85E-13,1.65E-09,,-1.039990529,6.38E-06,8.74E-05
Klhl33,1956,0.763311836,0.795484385,1.32119082,0.639793559,0.658854941,1.532850415,1.632891173,1.393056795,1.285916855,2.852194709,2.37629993,1.64095581,2.062570161,1.831448414,2.037992428,2.528416899,0.94642458,0.777652768,0.938377209,1.35686065,,3.2106671,,0.035737303,0.874730847,1,,1.098854374,4.91E-06,0.000444735,,-0.891948442,0.00076112,0.00559601
Drd2,364,1.904468309,1.0770181,2.372176303,1.446882959,2.291732623,6.062650507,5.676366986,5.750051126,4.16422303,3.644381307,4.374933817,4.545969453,4.793116025,5.500816792,3.920754965,5.053403423,1.404587716,2.211152318,2.341614849,3.098023772,,3.189753697,,-0.151117767,0.47925382,1,,1.400178038,2.59E-10,1.54E-07,,-0.956014205,8.00E-05,0.000805536
Hapln4,288,0.809896085,0.699073675,1.56127309,0.997843165,0.826402054,2.923958463,3.99146677,2.292473052,1.140932989,2.365504381,2.752985089,4.812466733,2.828298239,4.620626733,3.745730993,2.745028205,0.850913843,1.330204298,0.853277969,0.670291076,,3.065895479,,0.444612301,0.105265888,0.37632555,,1.356483056,2.99E-06,0.000295931,,-1.880119597,1.02E-08,2.80E-07
Syndig1,882,1.409153769,1.413605177,2.332998004,1.94042139,1.263942182,4.891308834,6.189795523,3.474158085,1.406561724,3.808978674,2.849172038,6.603797803,5.275758024,5.019194802,6.336208449,5.392527692,1.684889362,1.282706138,2.718849167,2.345552234,,3.053097193,,0.513104943,0.057068101,0.23172689,,1.13157849,6.73E-05,0.003574344,,-1.415829936,6.76E-06,9.20E-05
Chrm3,8508,0.434679975,0.455568759,0.912189797,0.948486533,1.182406491,1.529081109,1.511772897,1.763181493,1.270011607,2.405278386,1.904446355,1.352023722,1.900586564,2.182039131,2.302196933,1.751808462,0.961166585,0.402732571,0.669331271,0.683529673,,3.049348446,,0.03371419,0.89184289,1,,1.101148078,2.16E-05,0.001488322,,-1.360039943,3.07E-06,4.57E-05
Otop3,8800,1.309988556,1.978787686,2.002843035,2.658334324,3.172402834,3.172663669,3.438163496,4.182831035,5.646146949,6.076826006,7.783793661,3.295439698,4.841566263,0.698305764,3.510444375,3.631034032,1.671262531,2.378056905,3.040660086,2.69109118,,3.043156255,,-0.74220497,0.030182043,0.137044997,,1.151411959,0.000918127,0.025103785,,-0.291624055,0.445433719,0.780704591
Dgkg,1071,0.424713569,0.535796699,0.397175728,0.815036851,0.728798212,1.43084405,1.166606292,0.811957942,1.618228133,0.868859873,1.42916742,0.819148119,1.284102408,0.821232946,0.742689643,0.739739216,0.448393571,0.425465669,0.751821559,1.009906256,,3.010456639,,-0.566405121,0.030823691,0.139454865,,1.043888813,9.27E-05,0.004530174,,-0.321194946,0.277124475,0.565436919
Sel1l3,2301,0.275944557,0.471297401,0.484710116,0.602120435,0.500412033,0.975548314,1.02556946,0.890990641,1.05513549,1.269917357,0.794475911,0.951587775,0.985884467,1.213218366,1.30787639,1.116720835,0.363196438,0.581053707,0.478019745,0.591275473,,2.975221832,,0.055806816,0.772481932,1,,1.068504237,8.84E-08,1.75E-05,,-1.019664534,3.33E-06,4.92E-05
Gm21738,1157,7.429899928,6.739392403,3.474407755,6.00334925,33.45974499,1.825219886,2.109402218,3.382918759,4.539319294,1.676454894,3.747168993,1.07951278,4.956997596,1.277441992,2.03137233,1.139372194,12.32770131,2.756634828,84.12141405,36.41591443,,2.906922512,,-0.55157721,0.369290792,0.910614523,,-1.998978573,0.000831479,0.02334595,,4.049056507,9.91E-09,2.73E-07
Dsel,408,0.667550174,0.375304559,0.865113837,0.48958695,0.645221685,1.534659615,1.559904198,1.60852374,1.673939685,1.860442622,1.667857571,1.132125681,1.404211059,1.557191954,1.507766549,2.059152613,1.241535628,1.334759917,1.261844206,1.08394546,,2.888904909,,-0.2069508,0.268988966,0.740713458,,1.391960397,1.87E-12,3.13E-09,,-0.188817911,0.371705291,0.692564222
Slc12a4,1969,0.273627946,0.616419432,0.464082767,0.592096867,1.071081954,2.100412134,1.472792074,1.269060416,0.834530794,0.928023234,1.570413217,2.115333547,1.696681506,1.251924892,1.576046323,1.685305381,3.399962291,3.80934411,2.738705216,2.83192553,,2.813006735,,0.203803807,0.455955866,1,,1.140189755,8.11E-05,0.004097177,,1.063267598,0.000392635,0.003179736
Slc4a4,94,0.162393063,0.209744478,0.250030691,0.346074186,0.65165871,0.57465314,0.548438914,0.67455056,0.70472449,1.225450819,0.538757321,1.015374598,0.863709717,1.147301249,1.263127601,0.860929225,0.511620589,0.389496714,0.517603031,0.456002459,,2.801863845,,0.439820271,0.109384142,0.387593022,,1.099139809,0.000132441,0.005988089,,-1.017679867,0.001250687,0.008487339
Erbb4,2258,0.297841101,0.247647442,0.396693523,0.223707663,0.349958361,0.886097862,0.663858214,0.874606833,0.819635389,0.815575999,0.881244373,0.598739684,0.763537511,0.600353385,0.881747947,0.546742422,0.382216114,0.174179726,0.414975907,0.334537134,,2.792045215,,-0.373101073,0.061725378,0.246816773,,1.395811344,2.54E-11,2.51E-08,,-0.95183506,3.99E-05,0.000438203
Foxp4,919,0.551777078,0.257019123,0.720484678,0.794871413,0.552974705,0.999612718,1.458082532,1.525511723,0.973773501,1.420809506,1.631798531,1.809515217,1.943206247,1.700949349,1.842941516,2.019881507,1.752672267,2.082073732,1.784244766,1.296728064,,2.751924341,,0.385701165,0.081652399,0.308487536,,1.177191705,7.01E-07,9.29E-05,,0.018041659,0.938095303,1
Acvr1,9919,0.398332124,0.535287964,0.936195271,0.608128481,1.083396151,1.296889715,1.823228966,1.499360674,1.059555909,1.30544225,1.814300232,1.769744845,1.560893813,2.86341593,2.587183921,2.27784225,0.879122406,1.223136705,1.029214644,0.923997527,,2.730990613,,0.48575697,0.036385282,0.159747456,,1.006113797,3.99E-05,0.002409149,,-0.990310302,0.000206851,0.001831576
Fancf,474,4.970466554,3.369215199,3.947783704,4.835341028,7.977560562,2.60095702,1.808610902,2.23817929,1.765038853,2.759277597,2.917517857,2.988849139,5.715386946,3.49285697,1.687279361,2.915036216,4.738951037,2.87015104,6.589850361,6.555001638,,2.71976268,,0.424860556,0.128683395,0.438217201,,-1.130138989,4.93E-05,0.002835104,,0.723039869,0.017424501,0.072432157
Best3,2935,0.338343766,0.4462387,1.274220288,0.995339004,1.033625637,2.619787205,2.130323812,2.15855918,2.567863524,3.851983308,2.502706469,3.09240808,2.925244688,3.755176502,5.21496385,5.136603292,2.122719992,1.801843487,1.635495205,1.692860912,,2.683913726,,0.511916323,0.05009448,0.20805093,,1.650330513,5.75E-09,1.79E-06,,-1.019955721,0.000675111,0.005052923
Cd36,2600,0.198015496,0.411445376,0.29422897,0.272669678,0.698542233,0.77236485,1.316589962,0.366696009,1.796390592,1.189091163,1.054374027,1.254257031,1.352501672,1.964088132,1.649729668,2.008752569,5.022430072,3.456346995,4.954776003,4.866905352,,2.667428619,,0.492322855,0.106850005,0.380857023,,1.499764664,5.44E-06,0.00048398,,1.593698046,1.61E-06,2.56E-05
AI504432,12615,0.480559826,0.464159737,0.667644576,0.485962786,0.753101721,0.995794509,1.47279013,1.457719245,0.861341043,1.292414831,0.969897063,1.24581813,1.195716533,2.096513493,0.923754165,1.311313619,1.07065449,1.866341587,1.418532487,1.281949093,,2.649268294,,0.101292213,0.658852398,1,,1.001434055,2.62E-05,0.001725119,,0.194351803,0.438817683,0.774101383
Pkp1,709,0.208082273,0.178503976,0.546642755,0.515757148,0.28400333,2.036353158,3.08986847,0.840679552,0.541041272,0.661966971,0.821147632,2.633890854,2.070979726,2.050536889,2.271647611,1.598920402,0.398764242,0.328091791,1.603653909,1.514501797,,2.600035355,,0.579660572,0.180599535,0.562827572,,1.905893445,4.94E-05,0.002837021,,-1.074202757,0.031857692,0.115449972
Siah3,3163,0.617144477,1.238614351,0.614117442,0.733931341,0.406075342,1.849410266,1.243438378,0.735933962,1.978409293,1.44295473,2.558289135,2.003492559,1.551073665,1.525524451,1.846367889,1.418655063,0.703977353,1.208155142,1.591023779,1.21831784,,2.580953737,,-0.065255438,0.832335218,1,,1.143638037,0.000170539,0.007215438,,-0.395615486,0.228878815,0.496701404
Boc,6636,0.347607258,0.509635256,0.5980298,0.375165398,1.27254405,2.019245905,1.76984871,1.220020112,0.742410226,1.639346996,1.739053468,1.796166413,1.548002416,2.869996111,2.272714743,2.327727137,0.685865452,0.483484725,0.928558039,0.643689834,,2.518507816,,0.40521465,0.153329841,0.49952474,,1.254783426,3.10E-05,0.001983688,,-1.543687335,4.22E-06,6.06E-05
Spon2,7059,1.021638067,1.038236902,1.20431202,0.781559827,1.745926468,1.849326834,2.940399141,3.294446963,1.229811719,2.981290384,2.770896053,2.323063332,1.412229677,2.889798143,2.24438812,4.01128422,1.197755383,0.823451885,0.603584861,1.673453204,,2.497073107,,-0.061721679,0.843856443,1,,1.076022946,0.000459684,0.015306478,,-1.130018564,0.000970422,0.006847209
Smoc2,107,0.22860252,0.144196565,0.832747139,0.389343512,0.572268264,1.066039668,1.02664016,0.931159565,1.648545817,1.206842414,0.978975527,0.456096479,0.838235822,0.671873609,1.200319017,1.50366815,0.370563823,0.408401092,0.752648618,0.831117127,,2.49352287,,-0.393169925,0.267480263,0.737991087,,1.363608304,0.000179497,0.007501929,,-0.558024388,0.16158564,0.387922833
Lrrn4cl,537,1.0614885,0.913035721,1.560047262,1.195921806,1.064304135,2.463884845,3.315006717,2.257354773,2.213911508,2.023688511,2.273738908,3.286960715,3.468200715,3.856607718,3.391903481,4.072662707,1.5594165,0.792467864,0.563409597,1.318724034,,2.477559522,,0.475466486,0.029475489,0.13428855,,1.026796139,9.89E-06,0.00079131,,-1.637187571,3.43E-10,1.31E-08
Gm49760,5444,1.124469611,0.886607983,2.390688674,1.03227196,2.591819068,4.874410755,2.829652431,3.410940535,4.21008382,5.422599626,3.002143628,2.677010263,3.678689087,2.436801111,3.027320897,3.7587455,3.954941304,2.282938858,3.663627832,3.789035558,,2.463803757,,-0.433525033,0.104434259,0.374188639,,1.255554886,5.04E-06,0.000452414,,0.24388736,0.409619959,0.744214647
Pcdha12,605,0.376228351,0.543847165,0.395982006,0.550450316,0.470059347,1.532324137,1.129155476,1.346871805,1.338690634,1.218843711,1.355231972,1.550218797,1.386846896,1.664953104,1.620623895,1.154949916,0.795741724,0.780997174,0.41186456,0.748322686,,2.453777546,,0.064835931,0.733744636,1,,1.465902237,1.44E-12,2.80E-09,,-0.969637482,1.10E-05,0.000141496
Zfp976,678,0.401837488,0.496376221,0.761284325,0.806946831,0.493399252,2.048175829,0.751440058,0.735747339,1.131045882,1.76886895,1.157983995,1.26940005,1.34237999,1.484958174,1.609771069,1.900604045,0.601619084,0.632493537,1.152117437,1.222396982,,2.449251562,,0.174124682,0.514049152,1,,1.053620301,0.000204277,0.008221721,,-0.651010408,0.033579981,0.120157102
Il1rapl2,1102,0.311928277,0.393512601,0.720396931,0.809968827,0.755640057,1.263434226,1.175259511,1.309330875,1.056415575,1.861940563,1.259957622,1.419923399,1.567047211,1.697954093,2.423172944,1.13812946,0.650636642,0.692855772,0.914314076,0.930956427,,2.398471203,,0.224671632,0.346280509,0.873092608,,1.106365061,9.89E-06,0.00079131,,-0.934017803,0.000599549,0.004567682
Pcdhb18,1301,0.398170652,0.648819054,1.089598572,0.582553548,0.446011205,1.640659137,1.479973691,1.142515213,1.036141882,1.437630597,1.484892835,1.230472716,1.458556936,1.607649124,1.157720537,1.068388284,0.567742101,0.608556071,0.934039772,0.689476442,,2.397901816,,-0.169362633,0.461914178,1,,1.072062201,4.71E-06,0.000432948,,-0.787251083,0.002240289,0.013798532
Olfr1372-ps1,7402,0.183254911,0.166668205,0.366017,0.170185608,0.383372394,0.506716161,0.42976265,0.866489987,0.619237377,0.834713723,1.421724493,0.496367391,0.820039305,0.387306916,0.638847396,0.716352842,0.267375554,0.125993668,0.693147035,0.512189472,,2.392292787,,-0.440106694,0.224216212,0.657221897,,1.579262113,2.47E-05,0.001653811,,-0.54209149,0.183374462,0.424678862
Edn1,334,0.332340174,0.468588277,1.08640505,1.588267319,0.464917801,2.257353346,2.209704518,2.384852666,0.996687604,5.105320898,2.445645288,3.265034094,3.415775054,5.458384124,4.547350183,5.569209171,1.784003697,2.226204462,2.005592168,1.119860176,,2.380178747,,0.69734957,0.048785087,0.203575288,,1.663224445,1.45E-05,0.001088546,,-1.182579558,0.003845759,0.021464498
Gm36298,119,1.472741935,1.492439709,3.244468963,1.296579325,0.973589413,6.100049256,2.80922308,2.88192646,3.13878909,3.926303149,2.381897057,3.183378477,3.711161658,4.203237556,4.44282064,4.005525558,2.451086661,1.110309094,2.839353875,3.47109493,,2.366583528,,0.050465743,0.867008935,1,,1.009505104,0.000960322,0.025848834,,-0.559497918,0.092805989,0.258843677
Flt4,104,0.162550879,0.390906666,0.55944965,0.237824136,0.315141075,0.534283081,0.562910636,0.613016064,0.595651604,0.741670318,1.069458964,1.02141127,0.55050805,0.467206228,0.934762554,0.693056208,0.220188576,0.533959559,0.610106186,0.490679031,,2.240445029,,0.008706929,0.974309134,1,,1.002855626,0.001711054,0.039701189,,-0.559712983,0.109170159,0.291535025
Gm43843,248,1.528254815,0.432130608,1.783765445,1.77787624,1.471214364,3.825742628,3.182690352,3.629123621,1.914290214,4.066095497,2.197536346,3.763754977,4.458178613,7.933968398,4.004304306,4.05514131,1.051980441,1.87533528,2.01090922,1.065442418,,2.155720223,,0.52406989,0.070642501,0.275059919,,1.118377728,0.000271326,0.010277533,,-1.557923197,5.46E-06,7.59E-05
Gm10801,4646,7.467181008,6.384808881,2.26346143,4.34145629,27.36650079,1.043400654,1.195246917,2.720814053,2.960992758,0.492436932,1.772098669,0.729313693,4.037059033,0.272536966,0.771966829,1.358390168,9.180318427,1.81694572,63.31970104,35.31938093,,2.152420152,,-0.326713545,0.679267585,1,,-2.503897779,0.000332318,0.01197319,,4.279456444,1.74E-07,3.54E-06
Pcsk6,5501,0.22559807,0.182958988,0.32563607,0.421598068,0.991376744,1.26195005,1.124988295,1.257676637,0.718853733,0.784255627,0.934193056,0.911852901,1.381043316,1.958485298,1.332721153,1.002539056,0.330865657,0.476396866,0.967705997,0.452487989,,2.150453785,,0.273136027,0.410972671,0.975535669,,1.204551162,0.000555755,0.017648133,,-1.135316145,0.00326141,0.01880297
Msr1,414,0.270249804,0.033261775,0.039960227,0.25414246,0.020446417,0.38432263,0.160695725,0.423664715,0.252039106,0.852853571,0.388833756,0.753225618,0.371749131,0.36807956,0.313459418,1.021619037,1.383474619,1.320779774,2.036917015,3.028060464,,2.144973562,,0.386600759,0.432429305,1,,1.677895336,0.001853262,0.041810585,,1.872069735,0.000662206,0.004969781
Pcdha2,2965,0.234002315,0.373926628,0.394061556,0.730374292,0.33067181,1.096852577,1.054529758,0.665054045,0.5766231,1.398113048,1.007527839,1.542700482,1.060967949,1.622715905,1.65308323,1.234485525,0.418185142,0.444119693,0.283003462,0.183983085,,2.137888622,,0.462068247,0.09955038,0.360103117,,1.196643459,7.11E-05,0.003721084,,-1.954779523,8.86E-09,2.48E-07
Gm42537,333,0.9584913,0.491871096,1.822024896,0.581630508,1.192638788,1.838720033,1.134166521,3.79315727,2.153449278,2.352677705,2.280182903,1.445877147,1.940252148,3.575380063,1.830647056,1.684530465,0.722724225,0.729319471,1.097551163,0.492673985,,2.061838933,,-0.214070584,0.508325911,1,,1.112731658,0.0008243,0.023250564,,-1.335228068,0.000403231,0.003250101
Htr3a,7420,0.321199913,0.253255761,0.791070533,1.409818739,1.1624061,3.327880233,2.803019323,2.922961524,2.968100278,2.430647892,3.287272808,2.13962361,1.709402817,0.813293223,2.386685731,2.717041189,1.717467553,1.934353735,1.456727372,2.480320624,,2.054010377,,-0.683418087,0.043490651,0.185296491,,1.879003729,1.47E-07,2.64E-05,,0.07344033,0.843099003,1
Col26a1,5475,0.992214463,0.838785806,0.785493464,0.683145519,0.703347392,0.450234529,0.20970349,0.48974653,0.410685639,0.449264379,0.40054285,0.393379817,0.37894561,0.369604927,0.227360093,0.212132163,0.332545075,0.280008758,0.531100569,0.620422132,,2.039265802,,-0.432751332,0.089540088,0.331853605,,-1.039386173,1.83E-05,0.001303044,,0.57894724,0.03689383,0.129019996
Shisa6,87,0.162796375,0.198293583,0.283603705,0.417424714,0.208960236,1.110291678,0.553651969,0.699543976,0.135945701,0.519765892,0.839302471,0.783358687,0.893938163,1.069512767,0.84730847,0.649488847,0.365000474,0.245869417,0.386281823,0.51703541,,2.03144303,,0.30748543,0.353535836,0.88527159,,1.297444759,0.000260253,0.009987985,,-1.050101324,0.006161114,0.031617418
Sec14l5,2600,0.10927582,0.119475832,0.110412753,0.441390678,0.4670237,0.932814066,0.960682513,0.59247385,0.250704265,0.985834716,0.777994538,1.288750661,1.160095013,1.260317289,0.948954346,1.900420976,0.257612154,0.127629358,0.346346865,0.621879312,,1.97739082,,0.714696199,0.074069752,0.285671066,,1.556509955,0.000306189,0.011251535,,-1.856076201,9.70E-05,0.00095225
Gm3898,82,2.576136374,1.392823103,3.48607921,2.217106391,1.807502209,5.785191744,4.1801781,5.249824185,4.104346397,6.662037858,3.836622862,6.520497674,5.95202763,7.75695973,8.227518852,5.824490119,1.889100944,1.712606263,2.87770107,2.686852772,,1.959639553,,0.370862283,0.085502627,0.32006229,,1.060015155,4.82E-06,0.000440141,,-1.470153974,1.15E-08,3.12E-07
Pvalb,2305,8.716732335,7.246593686,4.708115738,6.361059876,5.15027097,2.847278284,3.561099217,2.423798386,2.50873738,1.144383694,2.819015751,1.633074178,2.620862532,8.004889803,4.028168889,4.603650829,0.824780383,1.627396916,1.256402628,0.767012781,,1.956869095,,0.585825723,0.076145689,0.291826772,,-1.368042678,3.32E-05,0.002099008,,-1.743613958,1.10E-05,0.000142078
Syt10,119,0.81592612,1.057922751,0.870216066,1.716519304,1.687311434,2.072920146,3.54133946,2.943257192,1.935478193,2.959425854,2.950616321,2.141691919,2.982589955,2.382371921,3.233474066,3.958105985,1.111702629,0.62042049,1.105879465,1.069196009,,1.94553892,,0.006698648,0.985389889,1,,1.125178153,1.11E-05,0.000866494,,-1.477106559,3.41E-07,6.41E-06
Tmem44,7887,0.26332036,0.30846341,0.332575014,0.161872878,0.160444477,0.612837758,0.562756189,0.407084937,0.425519931,0.429787303,0.626501542,0.537328609,0.483590339,0.705353741,0.627087414,0.882762674,0.198458626,0.185351755,0.247081685,0.216540918,,1.917086285,,0.238442101,0.279255955,0.759015971,,1.014136551,1.84E-05,0.001307084,,-1.491404327,2.17E-08,5.49E-07
Rcn3,18807,0.730626913,0.675928859,0.492152359,1.173762207,1.636824756,2.533728363,1.808211904,1.820932932,1.800393966,2.254942419,2.006383118,2.675990838,2.50469941,2.746639293,2.44223868,2.76456529,4.139353539,4.320034484,2.163354098,2.07896753,,1.912751047,,0.27233574,0.314060754,0.817941371,,1.078805015,0.000186738,0.007726352,,0.418114991,0.155574455,0.377180419
Mybl2,687,0.586799198,0.763053266,0.693242073,0.783166986,0.625410798,0.288987086,0.510207034,0.414465975,0.276154765,0.396501032,0.174455309,1.081216997,0.738764689,0.336081855,0.438647818,0.266047401,1.359320692,2.332845334,1.377941681,1.500712755,,1.849672017,,0.660345887,0.049900965,0.207387303,,-1.043107404,0.001980979,0.043694435,,1.635875855,5.70E-06,7.90E-05
0610040J01Rik,1484,0.278426724,0.702497545,0.457150762,0.359434583,1.04359826,1.233465124,1.25344246,1.780451803,1.131165773,1.590552846,2.088465848,1.6443702,1.924372709,2.019699666,2.050868179,1.89937202,1.17115611,1.791086568,2.046508911,2.443209179,,1.822827659,,0.236059775,0.368904542,0.909945902,,1.372952302,1.38E-06,0.000157895,,0.080147457,0.781831402,1
Slc2a5,120,0.626874455,0.387662956,0.273229912,0.507772666,0.826110555,0.786941907,0.572083995,1.33823743,0.955664329,1.838431212,2.212779291,1.134487967,0.965088186,1.453530488,0.78785092,1.140376931,1.079625077,0.269177144,1.522440899,1.739564936,,1.821642309,,-0.325709013,0.392203637,0.945799928,,1.252453855,0.001436668,0.034825515,,0.163746013,0.693166814,1
Cyp26a1,663,0.632620479,0.771478606,0.276987716,1.364763869,0.152628083,2.386719801,3.855724956,3.181006203,2.607107088,3.829833251,4.611209851,0.903642836,1.585729693,1.777881088,2.005634443,1.841327671,0.048108723,0.161628454,1.345510276,1.610610803,,1.819807682,,-1.175997514,0.025697312,0.119723028,,2.377905036,2.16E-05,0.001488322,,-0.961677505,0.108455259,0.289994805
4833417C18Rik,3456,0.856754574,1.496543972,1.165322932,2.132645195,3.475342994,3.84262059,3.432503968,3.544390959,3.779990755,4.380942463,5.161289742,4.055191032,1.894892957,1.948349377,2.520906649,3.021213877,1.653893734,0.938110982,2.638504924,2.405781294,,1.818872407,,-0.667034413,0.032331383,0.145243207,,1.110134298,0.000496669,0.016225603,,-0.408635133,0.24739937,0.52540455
Ngfr,1161,0.291233061,0.290861963,0.404611794,0.735224171,0.803015308,1.206960161,1.963280708,1.894179265,1.361059933,1.354015791,1.061407909,1.12000234,0.885669364,0.863640068,1.505402521,1.430448706,0.53984102,0.438471289,0.501000575,0.885936292,,1.781057495,,-0.437017006,0.124513034,0.427541881,,1.514428591,4.48E-07,6.55E-05,,-0.858378171,0.008825224,0.042259821
Mycbpap,1332,0.475307001,0.34069475,0.349274338,0.282626449,0.469121398,1.123846964,1.232988057,1.232779691,1.046406121,0.987367215,0.900927456,1.222556589,0.680917733,1.549468757,1.328955553,1.17907284,0.788630102,0.36667476,0.662235512,0.764401952,,1.742013041,,0.032677632,0.896807254,1,,1.452416253,2.02E-09,7.99E-07,,-0.76779756,0.002795819,0.016540883
Gprc5c,743,0.27904051,0.341965291,0.475276553,0.340328699,0.65948302,0.938816444,0.874650439,0.752967782,0.782447276,1.173511477,1.062245608,0.569406973,0.246862714,0.707089235,0.873669227,1.000728238,0.127320721,0.078566881,0.329160721,0.304465321,,1.675188157,,-0.553561212,0.085210852,0.319121187,,1.111628848,0.00068866,0.020500883,,-1.600323359,3.21E-05,0.00036297
Perp,1046,0.985423067,0.810755764,0.389612213,1.061952423,0.465155976,1.689889211,1.685479023,1.686012643,1.392516061,1.246026892,1.873776462,2.259676853,2.250540081,1.899940081,2.103925988,1.893952193,1.979346161,2.111082425,1.876107777,1.948990018,,1.662761754,,0.287992796,0.186323096,0.576243795,,1.079332676,9.62E-06,0.000776273,,0.048573314,0.849142308,1
Ace,2476,0.166094285,0.189580164,0.36761091,0.446536454,0.228985427,1.274966454,0.62229148,0.580989263,0.322589716,0.854364571,0.659634988,1.207981845,0.78718382,1.039217939,1.087499327,0.820121319,0.270662751,0.233828233,0.474975801,0.142139598,,1.659462375,,0.372067254,0.235769335,0.679143804,,1.320597333,9.54E-05,0.004633092,,-1.716434449,4.83E-06,6.82E-05
Kcnk4,2097,0.38397867,0.236296417,0.397436453,0.399781417,0.358293875,0.877973373,1.037823148,0.651094154,0.405851639,0.967183632,0.600092539,0.987881124,0.890676406,1.322826682,1.190886342,1.359546245,0.213660913,0.348658252,0.538984065,0.262980141,,1.607475251,,0.503950332,0.041110127,0.176812194,,1.048188752,8.69E-05,0.004292548,,-1.642801704,3.04E-08,7.42E-07
Lamc3,1927,0.116709183,0.112590917,0.110986781,0.085081724,0.369125346,0.800572242,0.639050977,0.621369427,0.070002127,0.448213815,0.370072157,0.792055505,0.789564657,0.781770789,1.128483442,1.10901373,0.407222055,0.330755117,0.36074494,0.277599264,,1.587771548,,0.815229043,0.034954121,0.154653934,,1.577296653,0.000155649,0.006774523,,-1.294827078,0.003873641,0.021594758
